time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
1500865200,60.8,91,58,4.05,7,310,317,8.1,0.5702
1500868800,60.6,90,57.7,4.36,7.43,307,312,8.4,0.6298
1500872400,60.5,89,57.2,4.88,8.31,316,320,9.4,0.6648
1500876000,62.1,81,56.1,5.91,9.26,332,335,10.8,0.6749
1500879600,61.5,82,55.8,6.23,9.81,341,343,12.7,0.685
1500883200,62.5,77,55.2,6.2,9.73,342,345,13.8,0.6952
1500886800,63.9,73,55.1,7.26,10.9,348,349,15,0.7053
1500890400,63.7,71,54.1,6.75,10.26,348,350,15,0.7154
1500894000,64.5,69,54,7,10.52,350,351,15,0.7256
1500897600,66,65,53.7,7.11,10.42,357,357,15.3,0.7228
1500901200,66.9,62,53.6,6.7,9.91,2,2,15.3,0.707
1500904800,66.9,61,52.9,6.4,9.4,1,2,14.5,0.6913
1500908400,66.2,62,52.6,6.11,9.02,4,4,13.9,0.6756
1500912000,65.4,63,52.6,5.9,8.85,11,10,13.2,0.6598
1500915600,63.8,67,52.6,4.69,7.02,11,11,12.6,0.6441
1500919200,64.9,70,54.7,3.3,5.2,358,359,9.8,0.6096
1500922800,61.8,78,54.7,2.42,5.09,330,340,6.4,0.5564
1500926400,60.1,81,54.4,2.56,5.69,321,336,4.7,0.5032
1500930000,59.5,81,53.7,2.47,5.8,328,345,4.6,0.4499
1500933600,59.7,79,53.2,2.33,5.7,350,359,4.2,0.3967
1500937200,59.3,80,53.3,2.42,5.53,7,13,4.1,0.3434
1500940800,58.2,85,53.8,2.4,5.3,2,11,4.2,0.2902
1500944400,57.7,87,53.8,2.6,6.01,358,3,4.4,0.237
1500948000,57.7,86,53.7,2.6,6.12,358,5,4.7,0.1837
1500951600,57.3,90,54.4,2.38,5.3,345,1,4.4,0.1305
1500955200,56.7,93,54.8,1.84,4.12,338,6,3.9,0.0772
1500958800,57.1,95,55.6,1.97,3.44,336,8,3.4,0.0675
1500962400,61.5,83,56.2,1.43,3.35,348,10,3.5,0.1014
1500966000,65.3,71,55.5,1.97,2.91,24,27,4.8,0.1352
1500969600,68,62,54.6,2.69,3.72,31,31,6.5,0.1691
1500973200,70.1,57,54.4,2.98,3.98,40,39,7.2,0.2029
1500976800,71.1,55,54.1,3.3,4.5,55,53,8.2,0.2368
1500980400,71.7,54,53.9,2.87,3.86,61,59,8.2,0.2706
1500984000,72.6,52,54,2.59,3.45,62,60,7.7,0.3044
1500987600,73.2,52,54.3,2.33,3,65,64,7.2,0.3383
1500991200,73.5,51,54.5,1.97,2.55,66,64,6.6,0.3721
1500994800,73.5,52,54.6,1.58,1.96,72,75,5.8,0.406
1500998400,73,53,55,1.61,2.12,83,82,4.8,0.4398
1501002000,72.1,57,56,1.7,2.2,87,90,4.6,0.4736
1501005600,69.8,66,57.9,2,3.51,90,95,4.1,0.5075
1501009200,65,79,58.2,2.33,3.7,100,109,3.6,0.5413
1501012800,62.5,86,58.3,2.47,4.41,111,123,3.9,0.5752
1501016400,61.7,90,58.8,2.84,6.17,129,130,5.2,0.609
1501020000,61,93,58.9,2.64,6.17,155,153,5,0.6428
1501023600,60.5,95,59.1,2.6,5.74,180,173,4.7,0.6767
1501027200,60.2,96,59,2.65,5.74,191,187,4.5,0.7105
1501030800,59.6,93,57.7,3.03,6.4,188,194,5.3,0.7444
1501034400,59.8,91,57.2,3.05,6.53,203,207,5.4,0.7782
1501038000,60.2,91,57.6,3.28,6.96,192,198,6.1,0.8121
1501041600,60.7,91,58.2,2.78,6.02,210,212,5.9,0.8459
1501045200,61.8,90,58.8,2.77,5.89,193,201,5.3,0.851
1501048800,63.3,89,60,2.77,5.35,193,201,6.1,0.8273
1501052400,65.4,87,61.4,2.01,4.1,186,193,5.2,0.8037
1501056000,66.8,85,62.2,3.11,5.1,176,181,6.3,0.78
1501059600,69.9,76,62.1,4.5,6.72,183,184,9.2,0.7563
1501063200,74.2,64,61.1,5.51,8.08,196,195,12.1,0.7327
1501066800,77.2,55,59.9,5.37,7.69,209,208,12.3,0.709
1501070400,79.1,50,59.1,4.6,6.58,228,226,11.7,0.6707
1501074000,78.9,51,59.1,4.39,6.37,227,226,10.2,0.6176
1501077600,79.1,51,59.4,4.11,6.16,229,228,9.5,0.5645
1501081200,77.7,58,61.8,2.09,3.03,287,278,10.5,0.5114
1501084800,72.3,83,66.9,2.56,4.18,21,17,9,0.4584
1501088400,69.9,91,67,2.11,2.56,95,69,8.6,0.4053
1501092000,68.8,89,65.5,3.62,7.35,208,214,7,0.3632
1501095600,68.9,87,65,4.25,8.52,210,211,7.8,0.3322
1501099200,69.2,85,64.5,4.52,9.13,208,212,9.2,0.3011
1501102800,68.9,85,64.2,3.41,7.31,220,220,8.4,0.2701
1501106400,68.5,87,64.6,3.4,7.4,227,232,6.5,0.239
1501110000,67.7,90,64.6,3.26,7.14,230,233,6.9,0.208
1501113600,67.4,90,64.3,2.1,5.38,245,235,6,0.1769
1501117200,67,91,64.2,2.18,4.98,254,248,3.7,0.1459
1501120800,67,91,64.3,2.02,4.92,237,241,3.7,0.1148
1501124400,66.8,92,64.3,2,4.66,233,239,3.4,0.0838
1501128000,66.3,94,64.5,1.68,4.3,287,273,3.6,0.0527
1501131600,66,96,64.7,1.26,3.44,342,324,3.1,0.0477
1501135200,68.2,91,65.4,1.14,2.48,52,47,2.9,0.0688
1501138800,69.9,87,65.8,0.98,1.62,66,68,3.5,0.0899
1501142400,71.7,78,64.4,0.81,1.1,7,5,4.9,0.1109
1501146000,72.3,78,64.9,1.42,1.89,321,328,5.1,0.132
1501149600,72.9,79,66.1,1.92,2.6,351,360,7.7,0.1531
1501153200,72.7,81,66.6,2.75,3.83,19,20,7.6,0.1742
1501156800,72.8,66,60.8,2.39,3.41,33,32,6.7,0.1902
1501160400,72.2,66,60.2,2.37,3.26,28,27,5.9,0.2013
1501164000,72.4,69,61.7,2.79,3.91,15,13,6.6,0.2124
1501167600,71.8,67,60.4,3.1,4.43,21,18,7,0.2235
1501171200,70.5,69,60,3.23,4.62,22,22,7.6,0.2346
1501174800,69.2,73,60,3.14,4.59,22,20,7.4,0.2457
1501178400,67.9,78,60.9,2.75,4.36,33,32,6.8,0.2648
1501182000,64,88,60.4,2.35,4.93,12,18,5.5,0.2919
1501185600,62.1,93,60,3,6.28,2,9,5.2,0.3191
1501189200,61.8,91,59.2,3.42,7.18,7,13,6,0.3462
1501192800,62.4,86,58.2,3.67,7.72,17,19,6.9,0.3733
1501196400,62.8,83,57.6,3.2,7.26,20,23,6.8,0.4005
1501200000,62.9,83,57.5,2.79,6.71,21,25,5.8,0.4276
1501203600,62.7,85,58.1,2.82,6.62,23,29,5.1,0.4547
1501207200,62.2,89,58.8,2.86,6.6,25,35,5.1,0.4819
1501210800,62.5,89,59.2,2.77,6.44,26,36,5.2,0.509
1501214400,62.7,90,59.9,3.26,6.99,27,34,5.9,0.5361
1501218000,63.1,89,59.7,3.52,7.09,35,40,6.7,0.5607
1501221600,65.2,85,60.4,3.64,7.57,37,43,8,0.5826
1501225200,66.2,77,58.9,4.1,6.44,47,48,8.3,0.6046
1501228800,68.1,68,57.3,4.63,6.93,57,57,10,0.6266
1501232400,69,66,57.3,4.82,6.94,48,49,10.6,0.6485
1501236000,69.7,65,57.3,5.03,7.22,41,42,11.3,0.6705
1501239600,70.1,60,55.8,4.94,7,36,37,11.3,0.6925
1501243200,70.9,53,53,5.06,7.26,30,30,11.4,0.7195
1501246800,70.6,50,51.2,5.65,8.06,23,23,12.4,0.7517
1501250400,69.6,52,51,5.95,8.68,25,24,12.9,0.7839
1501254000,67.8,55,51.2,6.35,9.39,28,28,13.6,0.8161
1501257600,66.8,58,51.7,6.24,9.43,32,32,13.7,0.8483
1501261200,65.9,61,52,5.49,8.46,33,33,13.2,0.8805
1501264800,64.1,63,51.1,4.38,7.21,27,29,11.1,0.8835
1501268400,61.6,68,51,3.72,7.34,24,24,8.6,0.8574
1501272000,60.3,74,52.1,3.92,7.91,19,21,7.6,0.8313
1501275600,60,75,51.9,3.61,7.54,19,22,7.6,0.8052
1501279200,59.8,74,51.6,3.61,7.73,19,21,6.8,0.7791
1501282800,59.6,75,51.6,2.97,7.04,20,23,6.7,0.753
1501286400,59.6,75,51.6,3.08,7.24,13,18,5.6,0.7269
1501290000,59.7,76,52,3.01,7.18,15,19,5.6,0.7008
1501293600,59.6,80,53.4,2.98,6.99,14,19,5.5,0.6746
1501297200,59.2,84,54.5,2.84,6.55,10,19,5.3,0.6485
1501300800,58.7,89,55.4,2.9,6.43,360,12,5.1,0.6224
1501304400,59.4,89,56.3,2.91,6.24,4,16,5.2,0.5812
1501308000,64.4,81,58.4,3.1,6.02,2,11,5.4,0.5247
1501311600,68.4,72,58.9,2.96,4.54,12,14,6.5,0.4683
1501315200,71.8,62,58.2,3.31,4.74,25,25,7.4,0.4119
1501318800,74.1,53,56.1,4,5.61,32,31,9,0.3554
1501322400,75.5,49,55.3,4.13,5.66,32,32,9.4,0.299
1501326000,76.7,46,54.3,4.3,5.95,25,25,9.8,0.2426
1501329600,77.6,44,53.7,4.43,6.23,18,19,10.1,0.2162
1501333200,77.7,43,53.4,4.66,6.55,15,16,10.6,0.22
1501336800,77.3,42,52.7,4.32,6.09,13,14,10.5,0.2238
1501340400,76.6,42,51.7,4.2,6.04,12,12,9.7,0.2275
1501344000,75.3,43,51.3,4,5.94,13,13,9.3,0.2313
1501347600,73.5,48,52.9,2.96,4.81,12,12,8.6,0.235
1501351200,72,55,54.7,2.15,4.27,338,344,6.1,0.2438
1501354800,67.2,65,55,2.09,4.95,343,346,3.8,0.2578
1501358400,65.4,69,55,2.38,5.51,338,344,4.3,0.2717
1501362000,64,71,54.5,2.48,5.73,317,331,4,0.2857
1501365600,63.6,69,53.4,2.82,6.93,337,340,4.8,0.2996
1501369200,63.6,71,53.9,2.93,7.36,352,353,5.2,0.3136
1501372800,63.6,76,56.1,2.93,7.17,352,352,5.4,0.3275
1501376400,62.9,80,56.5,2.79,6.68,345,351,5.2,0.3415
1501380000,62.1,79,55.6,2.57,6.24,347,354,4.9,0.3554
1501383600,61.8,76,54.3,2.51,5.8,355,2,4.3,0.3694
1501387200,60.9,78,54,2.09,5.1,343,359,4,0.3833
1501390800,60.9,79,54.4,2.11,4.81,329,348,3.9,0.3717
1501394400,65.1,74,56.5,2.2,4.26,300,321,4.2,0.3344
1501398000,69.8,65,57.3,2.15,3.41,298,302,4.9,0.2971
1501401600,73.4,59,58.2,2.61,3.69,302,303,6.1,0.2598
1501405200,76.1,52,57.3,3.48,4.76,309,309,7.9,0.2226
1501408800,78,47,56.1,3.47,4.69,303,304,8.2,0.1853
1501412400,79.2,44,55.5,3.72,5.02,294,293,8.6,0.148
1501416000,80.5,40,54.2,3.98,5.41,288,286,9.2,0.1281
1501419600,81,38,53.2,4.49,6.17,287,287,10,0.1255
1501423200,80.7,39,53.5,4.49,6.3,291,290,10.1,0.123
1501426800,81.1,40,54.5,3.81,5.35,293,291,9.8,0.1204
1501430400,81.3,41,55.1,2.92,4.43,292,288,8.2,0.1179
1501434000,80.1,46,57.6,1.8,3.49,289,283,6.4,0.1153
1501437600,75.5,53,57.4,2.5,5.11,270,273,3.7,0.1308
1501441200,71.3,60,56.9,2.53,5.77,252,261,4,0.1643
1501444800,69.6,63,56.3,2.56,6.67,249,257,4.6,0.1977
1501448400,68.1,64,55.6,2.44,6.4,251,260,4.5,0.2312
1501452000,67,66,55.3,2.44,6.36,251,262,4.2,0.2647
1501455600,66.3,67,55,2.5,6.43,254,265,4.2,0.2981
1501459200,65.4,67,54.3,2.72,6.6,264,272,4.7,0.3316
1501462800,64.6,70,54.8,2.51,6.29,275,288,4.8,0.3651
1501466400,64.5,82,58.8,2.73,6.5,294,307,4.8,0.3985
1501470000,64.9,86,60.6,2.44,6.09,305,312,4.8,0.432
1501473600,64.5,86,60.2,2.46,5.92,297,307,4.3,0.4655
1501477200,64.7,86,60.3,2.4,5.51,287,299,4.3,0.4569
1501480800,68.8,79,61.9,2.92,5.85,276,287,4.7,0.4063
1501484400,71.9,71,62.1,2.93,4.41,278,283,6.4,0.3557
1501488000,74.9,65,62.2,2.98,4.24,284,285,7,0.3052
1501491600,77.6,61,62.9,2.98,4.12,284,284,7.3,0.2546
1501495200,79.9,58,63.7,3.2,4.34,284,285,7.8,0.204
1501498800,82,54,63.9,3.67,4.87,287,289,9.4,0.1534
1501502400,84,52,64.3,3.53,4.7,295,297,9.5,0.1247
1501506000,83.1,54,64.5,1.7,2.27,310,311,8.5,0.118
1501509600,81.6,55,64,0.89,1.21,333,336,5.8,0.1112
1501513200,81.1,54,63,0.85,1.08,45,34,5.3,0.1044
1501516800,78.6,61,64.1,1.72,2.3,36,34,5.2,0.0976
1501520400,76.3,71,66.4,2.02,2.82,70,67,4.6,0.0908
1501524000,76.8,65,64,0.58,0.76,59,67,4.8,0.084
1501527600,72.2,81,66.2,1,1.34,84,63,1.6,0.0773
1501531200,69.3,90,66.3,1.77,2.21,106,95,3,0.0705
1501534800,67.6,95,66.1,1.7,2.19,118,114,2.9,0.0637
1501538400,66.7,96,65.5,1.63,2.11,133,121,2.8,0.0569
1501542000,66.1,97,65.3,1.62,2.11,202,175,2.6,0.0501
1501545600,65.5,98,65,1.75,2.47,204,201,2.9,0.0433
1501549200,65.4,98,64.8,1.97,3.4,204,208,3.3,0.0366
1501552800,65.4,98,64.7,2.11,4.5,211,217,3.5,0.0298
1501556400,65.4,97,64.5,2.02,4.6,213,226,3.8,0.023
1501560000,64.7,98,64.1,2.05,4.12,223,241,3.6,0.0162
1501563600,65.1,96,64,2.28,4.37,241,259,3.8,0.0186
1501567200,69.6,90,66.6,2.15,4.43,248,264,4.6,0.0301
1501570800,73,86,68.7,2.09,3.18,253,257,5.1,0.0416
1501574400,75.7,79,68.8,2.35,3.26,258,259,5.9,0.0531
1501578000,77.8,72,68.1,2.62,3.61,263,265,6.6,0.0646
1501581600,79.9,63,66.4,2.9,4,268,267,7.1,0.0762
1501585200,81.4,56,64.2,3.04,4.04,261,261,7.5,0.0877
1501588800,82.4,49,61,3,4.02,244,243,7.5,0.0891
1501592400,83.2,43,58.1,2.62,3.47,230,229,7.5,0.0804
1501596000,84.4,39,56.6,2.19,2.91,223,221,7,0.0717
1501599600,84.2,36,54.5,1.6,2.21,180,185,5.5,0.063
1501603200,82.9,39,55.5,1.5,2.1,143,155,4.3,0.0543
1501606800,80.9,50,60.5,0.9,1.43,90,115,3.8,0.0456
1501610400,78.7,52,59.8,1.36,3.71,287,273,2.5,0.0453
1501614000,72.8,61,58.8,2.16,5.35,283,278,2.9,0.0533
1501617600,72.2,59,57.2,2.14,5.41,259,266,3.1,0.0613
1501621200,70,66,58.2,2.24,5.54,243,253,3.8,0.0694
1501624800,69.6,68,58.4,2.6,6.57,254,257,4.5,0.0774
1501628400,69.4,70,59.1,2.6,6.5,254,256,4.7,0.0855
1501632000,69.1,71,59.4,2.53,6.53,252,255,4.7,0.0935
1501635600,69,72,59.6,2.67,6.53,257,259,4.7,0.1015
1501639200,68.1,76,60.2,2.28,5.7,247,255,4.8,0.1096
1501642800,66.7,81,60.9,2.28,5.35,247,253,4.1,0.1176
1501646400,65.6,85,61.1,2.47,5.74,238,247,4.4,0.1257
1501650000,65.6,87,61.6,2.64,5.64,233,245,4.7,0.1248
1501653600,69.1,80,62.8,3.22,6.21,234,237,5.4,0.115
1501657200,72.1,75,63.6,2.44,3.83,251,250,6.2,0.1052
1501660800,75.9,66,63.9,2.25,3.23,249,248,5.7,0.0955
1501664400,78.9,57,62.6,2.34,3.1,250,249,5.9,0.0857
1501668000,80.9,50,60.4,2.69,3.72,248,246,8.5,0.0759
1501671600,80.7,50,60.5,2.18,2.98,286,284,7.2,0.0661
1501675200,75.3,69,64.6,2.56,3.42,321,322,7,0.0602
1501678800,75.3,71,65.4,0.95,1.3,72,67,7.6,0.058
1501682400,78.4,64,65.1,0.5,0.71,323,352,6.1,0.0559
1501686000,77.7,64,64.6,0.45,0.7,333,360,5.8,0.0538
1501689600,74.7,71,64.8,1.43,2.01,78,84,5.8,0.0516
1501693200,73.5,76,65.4,1,1.4,354,4,4.1,0.0495
1501696800,70.1,85,65.5,0.63,1,252,270,5,0.0467
1501700400,68.7,92,66.3,0.57,1.2,315,360,1.2,0.0432
1501704000,68,95,66.3,1.61,3.36,30,37,2.6,0.0396
1501707600,66.9,97,65.9,1.56,3.68,50,45,3.2,0.0361
1501711200,65.7,98,65.1,0.94,2.84,32,39,2.7,0.0326
1501714800,65.1,99,64.7,1.03,2.98,29,40,1.9,0.0291
1501718400,65.4,98,64.9,1.22,2.97,35,42,2.3,0.0255
1501722000,65.1,99,64.9,1.42,3.54,39,47,2.5,0.022
1501725600,64.8,100,64.8,1.58,3.52,18,35,2.5,0.0185
1501729200,64.6,100,64.6,1.24,3.22,14,30,2.7,0.015
1501732800,64.5,100,64.5,0.99,2.48,45,50,4.4,0.0114
1501736400,65.1,99,64.7,2.41,3.83,48,49,4.1,0.0162
1501740000,67,92,64.6,3.25,4.6,45,46,5.6,0.0293
1501743600,67.7,91,65,2.61,3.66,58,55,6.7,0.0424
1501747200,69.1,89,65.6,1.93,2.82,69,67,7.4,0.0554
1501750800,68.3,92,65.9,2.18,3.29,74,70,7,0.0685
1501754400,69.3,88,65.4,2.1,2.9,87,88,6.3,0.0816
1501758000,73.1,78,65.8,1.2,1.5,95,94,5.7,0.0947
1501761600,74.2,76,66.3,1.8,2.3,90,92,6.6,0.1077
1501765200,73.5,77,65.8,1.66,2.24,123,117,6.7,0.1208
1501768800,72.8,77,65.2,1.92,2.72,129,126,4.9,0.1339
1501772400,72.8,78,65.7,2.31,3.11,95,94,5.3,0.147
1501776000,72.4,81,66.1,2.47,3.37,104,102,6.2,0.16
1501779600,71,82,65.4,2.53,3.51,108,110,6.3,0.1731
1501783200,71.6,81,65.5,2.5,4.27,106,111,5.5,0.1862
1501786800,68.7,90,65.7,2.14,4.89,143,149,4.8,0.1992
1501790400,69.7,89,66.4,2.72,5.95,144,151,4.7,0.2123
1501794000,70.3,86,66.1,3.35,7.05,170,173,6.3,0.2254
1501797600,69.9,82,64.3,3.81,7.62,183,184,7.3,0.2385
1501801200,68.8,86,64.3,4,7.94,183,186,7.4,0.2515
1501804800,68.1,86,63.9,4.87,9.08,199,201,10.2,0.2646
1501808400,67.5,89,64.2,4.74,8.73,198,200,10.2,0.2777
1501812000,67,91,64.2,5.42,9.74,210,212,10.5,0.2908
1501815600,66.2,91,63.6,4.2,7.96,205,208,10.5,0.3038
1501819200,66.8,94,64.9,4.21,8.01,198,200,8.1,0.3169
1501822800,68.3,93,66.3,4.72,8.38,201,203,9.2,0.3552
1501826400,69.2,86,64.7,4.05,7.48,200,203,9.7,0.4187
1501830000,70.2,82,64.6,5.18,7.79,190,189,9.8,0.4823
1501833600,70.1,85,65.5,5.04,7.91,194,193,12.7,0.5458
1501837200,67.8,87,63.7,5.85,9.71,213,215,11.4,0.6093
1501840800,68.6,88,64.8,5.02,7.58,215,216,12.2,0.6728
1501844400,70.4,81,64.5,5.42,7.89,240,240,14,0.7364
1501848000,70.9,69,60.4,5.14,7.47,243,244,12.6,0.7639
1501851600,71.5,55,54.5,6.13,8.9,244,243,13.3,0.7554
1501855200,69.5,53,51.7,6.48,9.53,243,242,13.9,0.7469
1501858800,67.4,55,50.5,6.77,10.05,239,239,14.3,0.7384
1501862400,64.5,63,51.5,6.31,9.8,243,241,14.2,0.7299
1501866000,64.4,63,51.3,6.42,10.26,233,232,13.3,0.7214
1501869600,64.2,66,52.4,6.33,10.1,231,231,12.9,0.721
1501873200,62.3,74,53.7,5.08,8.78,212,217,12.9,0.7286
1501876800,60.9,81,55,4.76,8.29,231,236,10.7,0.7362
1501880400,60.5,88,56.8,6.01,9.8,266,268,12.2,0.7437
1501884000,59.8,86,55.5,5.82,9.61,265,267,11.9,0.7513
1501887600,59.2,82,53.8,5.51,9.3,267,269,11.8,0.7589
1501891200,58.9,81,53,5.5,9.5,269,272,10.8,0.7665
1501894800,58.6,80,52.3,6,10.12,272,274,11.6,0.7741
1501898400,58.5,78,51.6,6.23,10.37,276,277,12.9,0.7817
1501902000,58.1,77,50.8,6.44,10.72,276,279,13,0.7892
1501905600,57.6,78,50.7,6.66,11.08,278,280,13.4,0.7968
1501909200,57.4,78,50.5,6.48,10.92,279,282,13.5,0.7847
1501912800,59.3,79,52.8,5.97,9.57,279,281,13.1,0.7529
1501916400,60.8,73,52.2,6.67,10.22,289,290,14.1,0.7212
1501920000,62.7,66,51,6.67,9.94,300,299,14.1,0.6894
1501923600,65.1,58,49.9,5.91,8.57,304,304,14,0.6576
1501927200,67.2,50,48,6.49,9.46,304,303,13.8,0.6258
1501930800,66.7,52,48.7,5.64,8.36,295,296,14,0.594
1501934400,67.6,49,47.8,5.52,8.1,292,294,12,0.5569
1501938000,68.6,47,47.7,5.63,8.36,290,291,12.2,0.5145
1501941600,69.1,46,47.4,4.79,7.02,299,298,11.9,0.4721
1501945200,69.7,44,47.1,4.16,6.04,297,297,10.2,0.4297
1501948800,69.5,45,47.4,3.08,4.6,306,304,8.9,0.3873
1501952400,69.1,49,49.4,1.64,2.9,322,316,6.5,0.3449
1501956000,66.3,63,53.3,0.89,2.11,27,355,3.4,0.3167
1501959600,63.7,67,52.8,0.94,0.81,122,120,1.6,0.3025
1501963200,60.7,77,53.5,1.8,2.63,161,189,2.9,0.2883
1501966800,58.9,78,52,2.4,4.68,180,196,3.9,0.2741
1501970400,58.1,75,50.1,2.6,6.13,203,206,4.6,0.26
1501974000,57.7,76,50.3,2.58,5.91,234,251,4.6,0.2458
1501977600,57,80,50.9,2.64,5.71,241,259,4.6,0.2316
1501981200,56.2,83,51,2.37,5.2,242,259,4.5,0.2174
1501984800,55.4,86,51.1,2.56,5.46,249,262,4.4,0.2033
1501988400,55,87,51.1,2.38,5.4,255,268,4.4,0.1891
1501992000,54.4,89,51.3,2.33,5.04,239,256,4,0.1749
1501995600,55,89,51.9,1.99,4.4,252,269,3.9,0.1657
1501999200,59.8,84,54.8,2.02,4.18,261,281,3.6,0.1615
1502002800,63.5,78,56.4,1.68,2.94,253,260,5.5,0.1572
1502006400,66.8,69,56.4,2.58,3.69,234,237,6,0.153
1502010000,70.2,65,57.9,3.19,4.49,238,238,8.8,0.1487
1502013600,72.4,63,58.9,3.01,4.14,249,250,9.8,0.1445
1502017200,74.2,59,59.1,2.72,3.7,253,251,9.9,0.1402
1502020800,74.8,58,59,2.25,3.13,249,243,9.4,0.1369
1502024400,67,75,58.8,4.98,7.15,232,228,10.3,0.1344
1502028000,65.4,84,60.3,1.43,2.7,205,231,10.6,0.132
1502031600,67.4,80,61,1.84,2.69,225,228,4.5,0.1295
1502035200,68.5,75,60.1,2.52,3.72,263,264,5.7,0.1271
1502038800,68.3,75,60.1,1.84,2.92,225,232,5.3,0.1246
1502042400,67.5,78,60.5,1.86,3.74,234,254,3.6,0.1221
1502046000,64.8,86,60.5,1.98,4.49,225,238,4,0.1197
1502049600,62.9,91,60.1,1.3,3.2,238,256,3.4,0.1172
1502053200,61.9,92,59.7,1.77,3.4,223,242,2.6,0.1148
1502056800,60.9,93,58.8,2.26,4.52,225,235,3.7,0.1123
1502060400,60.4,93,58.2,2.11,4.74,239,242,3.9,0.1099
1502064000,60,92,57.7,2.15,4.33,242,251,3.4,0.1074
1502067600,59.5,93,57.5,2.01,4.18,243,253,3.3,0.1049
1502071200,59.4,93,57.5,1.75,3.69,239,257,3.2,0.1025
1502074800,59.3,93,57.4,1.97,3.62,246,264,3.1,0.1
1502078400,60,92,57.6,1.82,3.7,261,272,3.3,0.0976
1502082000,61,89,57.9,1.8,3.96,267,280,3.5,0.0951
1502085600,61.7,91,59.1,1.8,3.76,304,310,3.3,0.0926
1502089200,61.9,92,59.6,1.35,2.78,312,322,3.1,0.0902
1502092800,63.6,92,61.2,0.2,0.6,90,360,2.9,0.0877
1502096400,64.4,89,61,0.41,0.3,166,180,2.5,0.0853
1502100000,66,90,62.8,1.49,1.88,200,205,4.1,0.0828
1502103600,67.7,77,60,2.69,3.61,312,318,6,0.0804
1502107200,64.7,85,60.1,3.72,5.5,31,27,8.9,0.0779
1502110800,65.5,83,60.3,3.16,4.46,11,9,8.4,0.0754
1502114400,68,77,60.5,2.93,4.13,8,7,7.9,0.073
1502118000,67.9,72,58.7,3.21,4.4,356,357,7.9,0.0705
1502121600,67.5,62,54,3.21,4.63,5,6,8,0.0681
1502125200,66.7,61,52.9,2.67,4.08,13,11,7.1,0.0656
1502128800,65.5,74,57,2.34,4.17,50,44,5.7,0.0693
1502132400,60.9,87,57,1.39,2.87,30,29,4.4,0.0793
1502136000,58.6,90,55.8,1.42,2.78,309,330,2.4,0.0892
1502139600,58.2,88,54.7,1.63,3.77,313,338,3.2,0.0992
1502143200,57.6,86,53.4,1.84,3.94,311,336,2.8,0.1091
1502146800,56.1,87,52.3,1.58,3.66,305,325,2.9,0.1191
1502150400,57.3,82,51.9,2.33,4.18,295,318,2.8,0.129
1502154000,56.9,83,51.8,2.77,5.41,283,298,4.2,0.1389
1502157600,56.8,83,51.6,2.8,6.26,272,283,4.7,0.1489
1502161200,56.2,87,52.4,2.72,6.25,264,277,4.8,0.1588
1502164800,55.5,93,53.4,2.8,6.22,270,281,4.8,0.1688
1502168400,55.8,94,54.2,2.6,5.92,268,282,4.8,0.1784
1502172000,60.7,86,56.5,2.84,5.7,260,272,5,0.1877
1502175600,65.1,75,56.8,2.57,4.24,257,262,5.5,0.197
1502179200,68.2,63,55.1,3.3,4.8,268,269,7.4,0.2062
1502182800,71.1,60,56.4,3.21,4.62,274,275,7.7,0.2155
1502186400,73.8,54,56.3,3.47,5,282,282,8.3,0.2248
1502190000,75.8,49,55.2,3.48,4.81,288,287,8.5,0.2341
1502193600,77.1,46,54.6,3.27,4.49,293,291,8.3,0.2332
1502197200,77.5,44,54,3.26,4.59,288,286,8.3,0.222
1502200800,77.5,44,53.7,3.49,4.95,283,284,7.9,0.2108
1502204400,77.2,45,54.1,3.3,4.92,272,275,8.5,0.1996
1502208000,77,46,54.4,3.01,5,266,269,7.2,0.1884
1502211600,75.8,51,56.2,2.41,5.01,275,273,7.5,0.1772
1502215200,72.7,58,57.2,1.96,4.81,255,266,5.9,0.1999
1502218800,69.3,64,56.5,2.06,5.4,256,272,3.2,0.2566
1502222400,67.8,66,56,2.55,6.2,244,260,4.3,0.3133
1502226000,67,66,55.4,2.77,6.87,244,257,5,0.3699
1502229600,66.3,66,54.5,2.97,7.24,250,264,5.5,0.4266
1502233200,65,68,54.3,2.94,7.01,260,272,5.5,0.4833
1502236800,63.8,73,54.8,2.73,6.62,262,274,5.4,0.54
1502240400,62.7,75,54.6,2.72,6.3,253,271,5,0.5966
1502244000,61.7,75,53.7,2.5,6.1,254,268,5,0.6533
1502247600,60.6,77,53.3,2.69,6.41,255,267,4.6,0.71
1502251200,60.5,77,53.4,2.98,6.94,256,264,5.6,0.7667
1502254800,60.6,80,54.3,2.72,6.1,264,270,5.3,0.7559
1502258400,64.7,77,57.4,3.51,6.67,250,257,5.8,0.6776
1502262000,68.1,73,59.1,3.26,5.17,252,255,7,0.5994
1502265600,71.5,69,60.7,2.93,4.23,262,263,7.1,0.5211
1502269200,74.8,63,61.5,2.72,3.71,264,265,7,0.4428
1502272800,77.7,55,60.1,2.92,3.92,264,264,7,0.3646
1502276400,78.4,47,56.4,3.6,5,268,269,8.1,0.2863
1502280000,79.6,43,54.9,3.51,4.81,267,266,8.4,0.2403
1502283600,79.6,41,53.7,3.5,4.8,270,268,8.1,0.2265
