,Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC.F,copper.F,WIT.oil,DAX.F,DJI.F,EUR,FTSE.F,gold.F,HSI.F,KOSPI.F,NASDAQ.F,GAS.F,Nikkei.F,NZD,silver.F,RUSSELL.F,S.P.F,CHF,Dollar.index.F,Dollar.index,wheat.F,XAG,XAU
537,15386,12904.08008,0.352589715,0.00963386,-0.007557692,0.000329363,0.005687701,0.105660442,1.563663979,1.330625205,2.218789943,12832.1143,12752.42928,12490.2721,12015.59642,0.04,0.1,0.13,0.87,1.99,0.005008839,-0.011540681,3.87,5.16,-0.000156776,0.001531419,0.001802704,0.000142921,0.009122562,-0.024611091,0.013326226,0.004176272,0.016042726,0.041264627,0.006629135,0.015335247,0.00085534,-0.001154118,-0.000884882,0.011025706,-0.004116556,0.015096909,-0.004158444,0.019631984,0.011694479,1.95,1.89,1.86,0.06,0.09,1.29,3.17,5.03,5.06,5.12,0,0,0.074074074,0.54,0.99,0,-0.26,0.5,-0.29,0.84,0.54,-0.26,0.03,-0.92,-1.35,1.41,5.86,-0.43,0.41,-0.1,1.75,0.93,-0.56,-0.41,-0.4,0.16,0.42,-0.02
538,15387,12949.87012,-94.70667619,0.003548493,0.00963386,-0.007557692,0.000329363,1.16113563,0.681372086,2.285937137,1.80330962,12853.52445,12771.23317,12508.29555,12024.89268,0.03,0.09,0.13,0.88,2.01,0.009185967,0.005837712,3.87,5.18,0.007587607,0.004383206,-0.00359892,0.000476334,-0.000179192,0.014283372,0.014203104,0.00107825,0.012368447,-0.001278396,0.023707573,0.002458717,0.0136654,0.0033473,0.014228435,0.00234893,0.010073649,-0.002726513,0.000136114,-0.001542278,0.002758193,1.98,1.92,1.88,0.06,0.1,1.31,3.17,5.05,5.09,5.15,0,0,0.011494253,-0.44,-0.44,1.69,-2.19,0.91,1.41,0.46,0.08,0.36,-0.13,1.07,1.64,-0.44,4.56,1.84,-0.44,-0.46,0.01,0.37,0.09,0.01,-0.03,2.71,-0.98,-0.36
539,15391,12965.69043,-1.109360149,0.001221658,0.003548493,0.00963386,-0.007557692,0.711900777,0.938570089,2.465446602,2.0211956,12873.91826,12789.75291,12526.23261,12034.25385,0.02,0.08,0.13,0.92,2.05,0.025273555,0.014509576,3.9,5.2,0.001297462,0.009667132,-0.00180596,-0.000269794,0.025352527,-0.001315096,0.006742686,0.000769395,-0.000259995,0.006080032,-0.004181441,0.011095503,0.00744846,0.003911889,0.008783605,0.000719923,-0.000600161,-0.001087466,0.010287299,-0.006612904,0.000112164,2.03,1.97,1.92,0.06,0.11,1.3,3.15,5.07,5.12,5.18,0,0.068965517,0.045454546,-0.82,1.34,-0.19,2.46,2.52,-0.42,-0.15,0.01,-0.18,1.89,0.32,-0.01,0.35,-2.16,0.21,-0.26,2.7,-1.05,0.02,-0.21,0.05,-0.37,-1.63,2.32,1.45
540,15392,12938.66992,-0.876431537,-0.002084001,0.001221658,0.003548493,0.00963386,0.468926345,0.469551072,2.420343074,2.074196178,12885.69129,12803.93548,12542.40662,12043.25301,0.07,0.09,0.13,0.88,2.01,0.001038912,0.00228833,3.86,5.16,-0.002399501,0.003065904,0.001708714,-0.000412738,-0.003515636,-0.009217563,-0.001030448,-0.000615022,-0.01014038,-0.005407156,-0.011950873,0.004042948,-0.005156893,-0.001956765,-0.009309262,-0.003340107,0.003285046,-0.00522292,0.009304066,-0.008138984,-0.002591337,1.94,1.92,1.88,0.02,0.06,1.3,3.15,5.03,5.07,5.09,0,-0.064516129,-0.043478261,-0.25,1.02,-0.48,-0.08,0.42,-0.96,-0.22,0.03,-0.18,0.73,0.28,-0.02,-0.47,0.65,0.84,-0.79,-0.51,-0.85,-0.29,-0.16,0.2,0.22,1.78,-0.12,1.05
541,15393,12984.69043,4.079107473,0.003556819,-0.002084001,0.001221658,0.003548493,1.59409302,0.781904878,2.109317136,1.770071973,12903.69113,12821.15024,12559.75108,12052.62055,0.07,0.09,0.14,0.88,1.99,0.013680536,0.014269406,3.84,5.13,-0.007491303,0.005636941,0.003311258,-0.00014293,0.006529672,-0.00935875,-0.004125838,0.001538431,0.011032361,0.003197985,0.001961425,0.001150472,-1.74E-05,0.003600007,-0.00502788,0.004272003,-0.007809498,0.008117517,0.002482557,0.015590912,0.0051591,1.92,1.9,1.85,0.02,0.07,1.29,3.14,4.99,5.04,5.06,0.076923077,0.068965517,0,0.67,0.59,-0.03,-0.68,1.46,-0.55,0.45,0.94,0.27,0.84,-0.48,-0.97,0.85,-0.83,0,1.05,3.81,1.57,0.52,-1.01,-0.52,-0.49,-0.62,3.06,0.14
542,15394,12982.9502,-9.654276599,-0.000134022,0.003556819,-0.002084001,0.001221658,0.611202941,0.717509183,2.184424081,1.949960967,12918.10187,12836.55976,12576.34713,12061.87756,0.08,0.1,0.14,0.89,1.98,0.018149665,0.000281373,3.81,5.1,0.004691801,-0.004359729,-0.00270027,0.000412967,0.011657856,0.00134164,-0.003625013,-0.009831014,-0.00545604,0.003506503,-0.015334421,0.003677304,0.005720394,-0.000471514,0.008072625,0.001672238,0.001209913,0.002289505,0.012480732,-0.002785713,0.001944447,1.9,1.88,1.84,0.02,0.06,1.29,3.12,4.96,5,5.02,0,0,0.011363636,-0.09,1.5,0.64,1.52,1.8,0.82,-0.1,0.66,0,-0.55,0.14,0.53,0.03,-2.71,0.73,-0.16,-0.6,-0.34,0.02,-0.55,-0.62,-0.6,0.21,0,-0.37
543,15397,12981.50977,-1.440341427,-0.000110948,-0.000134022,0.003556819,-0.002084001,0.244324064,1.408296628,0.927360906,2.535846296,12929.63058,12850.36452,12592.23586,12071.02813,0.07,0.12,0.14,0.84,1.92,-0.008227443,-0.003094234,3.78,5.04,0.008975869,0.019279382,0.002406739,-0.000206398,0.006412663,-0.003349556,-0.008835759,-0.000155166,0.020376228,-0.004129606,0.02816438,-0.001259366,-0.007378095,-0.003285539,-0.002160424,0.001354559,-0.008828946,0.000813129,0.00304552,-0.000314432,-0.001031672,1.85,1.8,1.78,0.05,0.07,1.26,3.12,4.9,4.92,4.97,0,-0.032258065,-0.056179775,0.54,-1.04,-0.78,0.47,-1.1,-0.05,0.06,-0.42,-0.33,-0.08,-1.18,-1.43,0.25,-4.08,-0.21,0.53,0.02,-0.02,0.29,0.29,0.23,0.28,1.79,0,-0.41
544,15398,13005.12012,-0.601310091,0.001818768,-0.000110948,-0.000134022,0.003556819,0.304107885,1.018173608,1.24553224,2.777052105,12943.35595,12865.10315,12608.4274,12080.32258,0.1,0.1,0.14,0.84,1.94,-0.017513135,0.005079007,3.8,5.06,-0.003404067,-0.012360275,-0.0015006,0.000730483,0.018354363,0.029518871,0.004719455,0.011326657,0.003840195,0.016586954,0.010957138,-0.001031801,0.003643824,0.002079215,0.005552118,0.003356334,0.016536593,0.00694504,0.00196156,-0.003459687,0.003435841,1.84,1.84,1.8,0,0.04,1.26,3.12,4.92,4.96,4.96,0,0,0,0.2,-2.11,0.41,0.82,-1.85,0.39,0.22,0.52,0.14,0.76,1.58,0.84,0.92,2.98,1.46,-0.02,4.57,-0.18,0.31,-0.49,-0.36,-0.38,2.08,4.32,1.11
545,15399,12952.07031,1.947977634,-0.004079148,0.001818768,-0.000110948,-0.000134022,0.103568536,0.572980541,0.573605915,2.526418324,12944.94038,12873.38573,12621.90359,12088.99669,0.08,0.08,0.13,0.87,1.98,0.004597054,-0.006176305,3.8,5.08,0.005637032,0.000198921,-0.004408376,-0.000539528,0.013130154,-0.022361267,-0.00574118,-0.001534182,0.000765188,-0.004079103,-0.002550207,-0.007344492,-0.000445873,-0.009514314,-0.004580648,-0.004736988,0.005162548,-0.006652733,-0.009531499,-0.015610568,-0.007134494,1.9,1.9,1.85,0,0.05,1.28,3.1,4.95,5,5,-0.071428571,0,0.035714286,-0.44,0.91,-0.16,-1.07,0.49,-0.54,-0.46,-1.07,-0.87,-4.31,0.7,1.08,-0.34,3.85,-0.51,-0.62,-6.88,-1.7,-0.51,1.19,0.63,0.6,0.07,-6.2,-5.08
547,15401,12977.57031,-1.28482885,-0.00021028,0.002179535,-0.004079148,0.001818768,-0.041438055,0.569511616,0.675773807,2.142080843,12956.13318,12892.52063,12649.35489,12106.61866,0.06,0.07,0.12,0.84,1.99,-0.019124678,-0.004084014,3.83,5.08,0.002233796,-0.001919361,-0.003186969,0.000778482,0.001304077,-0.004110142,-0.007845293,-0.000925575,0.006440476,-0.00650353,-0.0082435,-0.005758378,0.000411444,-0.003405612,-0.002938718,-0.003245756,0.00814939,-0.004275731,0.014252468,-0.015701269,-0.006108779,1.93,1.92,1.87,0.01,0.06,1.25,3.09,4.96,5.01,5.02,-0.076923077,-0.066666667,-0.056179775,-0.62,-2.02,0,-0.74,-1.97,-0.13,-0.04,-0.82,-0.28,-0.71,1.01,0.26,0.01,0.85,0.51,-1.16,-3.17,-1.87,-0.42,0.98,0.8,0.77,1.4,-1.95,-0.25
548,15404,12962.80957,-4.721454413,-0.001137404,-0.00021028,0.002179535,-0.004079148,-0.144052551,0.099919558,1.262215389,0.781972468,12957.34707,12899.21481,12661.64723,12115.13797,0.07,0.08,0.14,0.87,2,0.000187477,-0.001171646,3.86,5.11,-0.007900175,0.006249951,0.004212129,-0.000127,-0.022047727,0.00535411,-0.006325725,0.002161603,-0.005660817,-0.008728273,-0.00991055,0.007876752,-0.003892951,-0.006141039,-0.007933423,-0.003869694,-0.013771711,-0.008638548,-0.006376725,0.001532914,-0.004171007,1.93,1.92,1.86,0.01,0.07,1.25,3.11,4.97,5.03,5.04,0.166666667,0.107142857,0.035714286,-0.61,0.12,-0.37,-1.1,0.02,-0.79,-0.05,0.11,-0.63,-0.34,-1.8,-0.34,-1.04,-5.19,-0.82,-0.9,-3.22,0.62,-0.31,-0.22,-0.13,-0.13,-0.2,-2.19,-0.33
549,15405,12759.15039,-1.661137151,-0.015711037,-0.001137404,-0.00021028,0.002179535,-1.891329905,-1.592973703,-0.892413319,-0.669354789,12921.31131,12885.87534,12665.47088,12121.54605,0.06,0.08,0.13,0.83,1.96,-0.018650422,-0.02111437,3.82,5.06,0.002682994,-0.001335355,0.00444714,0.001476566,-0.005439337,0.004604466,-0.022811671,-0.008627422,-0.026732721,-0.00754717,-0.027768745,-0.013216883,-0.035836142,-0.018553824,-0.033984047,-0.015370161,-0.021587296,-0.013611315,-0.014133684,-0.020605981,-0.021125173,1.9,1.88,1.83,0.02,0.07,1.24,3.1,4.93,4.98,5,-0.071428571,-0.032258065,-0.045977012,-1.13,-1.47,-3.54,-3.17,-1.89,-3.06,-1.67,-0.78,-1.75,-1.86,-2.16,-0.78,-1.01,0.04,-0.31,-0.99,-2.7,-2.31,-1.65,0.75,0.72,0.72,-2.05,-3.26,-1.92
550,15406,12837.33008,-1.263506681,0.006127343,-0.015711037,-0.001137404,-0.00021028,-0.885883355,-0.783232315,-0.317978753,-0.31735892,12906.04199,12881.25198,12672.21046,12128.66828,0.06,0.08,0.14,0.85,1.98,0.01384777,0.00509287,3.86,5.09,-0.009591485,-0.010525209,0.007345542,0.001062194,0.000810968,0.014799316,0.019001086,-0.000776923,0.016022406,0.008872022,0.009963434,-0.000349394,0.008853379,0.004439991,0.005728836,0.006900622,-0.008577745,0.008717211,-0.006493043,0.011256635,0.007503417,1.92,1.9,1.84,0.02,0.08,1.23,3.11,4.95,5.01,5.03,0.076923077,0,0.024096386,0.33,1.75,0.86,0.78,1.39,0.25,0.76,0.27,0.53,0.71,-0.59,-0.88,0.74,-2.29,-0.73,0.11,2.45,1.08,0.8,-0.19,-0.21,-0.2,-2.82,1.43,0.65
551,15407,12907.94043,9.771638607,0.005500392,0.006127343,-0.015711037,-0.001137404,-0.557455345,-0.591080707,0.993589937,0.186202482,12906.38716,12883.79374,12681.45477,12136.42223,0.07,0.08,0.14,0.89,2.03,0.004615675,0.007451565,3.91,5.14,0.000786732,0.008405566,-0.002896814,-0.000665146,0.021292958,0.021058905,0.013851945,0.008553577,0.012265281,0.005339133,0.032555081,-0.011650938,0.025360159,0.0117934,0.024498199,0.009817932,0.013232213,0.011830262,0.010640554,0.013053602,0.012870054,1.96,1.95,1.89,0.01,0.07,1.23,3.11,5,5.06,5.07,0,0.066666667,0.047058824,0.58,1.06,2.52,0.69,0.4,2.37,0.55,0.92,1.11,0.88,1.31,1.46,1.11,-1.3,1.88,1.18,0.73,1.27,1.02,-0.95,-0.73,-0.72,-0.63,1.5,0.93
552,15408,12922.01953,-0.642093148,0.001090732,0.005500392,0.006127343,-0.015711037,-0.428052252,-0.46931293,0.139021557,0.24482889,12909.22941,12887.43429,12690.88869,12144.23912,0.06,0.09,0.13,0.9,2.04,0.007032349,-0.00147929,3.93,5.15,0.005697258,0.002975301,-0.007914246,0.000998384,0.005867361,-0.017693413,0.000525486,-0.001696222,0.014589516,-0.000624742,0.008280255,-0.006247778,0.002621889,0.004744237,0.006682223,0.00363125,0.008864261,0.006032873,0.00792721,0.013220196,0.002427487,1.98,1.95,1.91,0.03,0.07,1.22,3.11,5.02,5.06,5.09,-0.071428571,0.03125,0.011235955,-0.68,0.43,0.3,1.77,0.77,0.81,0.15,-1.18,0.61,0.75,1.06,0.45,0.41,2.29,0.82,-0.32,1.14,1.64,0.44,1.16,1.14,1.14,0.98,0.94,0.73
553,15411,12959.70996,-11.27420145,0.00291676,0.001090732,0.005500392,0.006127343,-0.023911552,-0.167929658,0.075984113,1.238002022,12918.40769,12894.31769,12701.4307,12152.35326,0.05,0.09,0.15,0.92,2.04,-0.009869646,0.005925926,3.9,5.13,-0.009623204,0.009720507,0,-0.000870735,0.012528121,-0.005045616,0.004726786,0.005560705,-0.011942433,0.00156302,-0.00473784,0.014827995,0.000739812,0.000900179,0.003072601,0.000160461,0.002284914,-0.001566146,-0.001887303,-0.00331704,-0.001952619,1.99,1.95,1.89,0.04,0.1,1.23,3.09,4.98,5.04,5.08,0.153846154,0,0.022222222,-0.58,-0.51,0.06,-0.55,-0.99,0.12,0.27,0.31,-0.06,-0.68,0.32,-0.52,0.11,-2.37,-0.41,-0.21,-2.76,0.21,0,-0.38,-0.21,-0.19,1.86,-1.73,-0.73
554,15412,13177.67969,-3.069412746,0.016819028,0.00291676,0.001090732,0.005500392,3.280228575,1.326858725,1.635001693,2.358542059,12965.54806,12921.30455,12720.10713,12162.55551,0.06,0.08,0.15,0.99,2.14,0.003385368,-0.004418262,3.97,5.22,-0.001189945,-0.000121423,0.001110775,0.00225004,0.029166706,0.006543416,0.024046055,0.003533088,0.070300886,0.019662827,0.057759505,0.015312659,0.017220292,0.010707999,0.013701675,0.018131549,0.00972451,0.01884262,0.008598463,0.020803402,0.018327425,2.08,2.06,1.99,0.02,0.09,1.25,3.08,5.07,5.14,5.16,0,0.060606061,0.076086957,0.37,0.7,1.7,1.7,0.35,1.49,1.62,-0.54,1.13,-0.32,0.73,1.46,1.74,1.32,0.41,0.26,0.51,1.9,1.73,0.91,0.38,0.38,-0.25,-0.54,-1.47
555,15413,13194.09961,-0.95286298,0.00124604,0.016819028,0.00291676,0.001090732,2.779156794,1.868653352,1.974157224,2.452340913,13007.10288,12947.28503,12738.69507,12172.81963,0.08,0.09,0.15,1.13,2.29,-0.011340206,-0.027071006,4.14,5.36,0.003298125,0.007248401,-0.003227759,0.000237147,0.037810264,-0.012622575,0.010209342,-0.003826726,0.004378958,0.003060974,0.00120003,-0.009670781,0.004042099,-0.001762958,0.011936941,-0.001196262,-0.001490583,0.000279648,-0.026290465,-0.009419723,-0.005976145,2.21,2.2,2.14,0.01,0.07,1.22,3.07,5.21,5.27,5.28,0,0.142857143,0.141414141,-0.91,-0.99,0.42,-1.41,-1.2,1.23,0.14,-0.42,-0.02,-3.02,-0.01,1.1,0.32,-0.65,1.73,-1.7,-4.16,-0.95,-0.14,0.75,0.41,0.46,-0.5,-3.77,-1.9
556,15414,13252.75977,4.095101533,0.004445939,0.00124604,0.016819028,0.00291676,2.671373779,2.099026718,2.064503097,3.691506217,13051.76777,12976.37786,12758.85447,12183.56531,0.08,0.08,0.15,1.11,2.29,-0.002843872,0.002280675,4.11,5.36,-0.003287283,0.010607486,0.005565675,0.000790301,-0.00681844,0.011906058,0.01869626,-0.000153688,0.025699838,0.002441196,0.020976956,0.000813753,0.004404519,-0.000790478,0.009185819,0.005967199,0.002141867,0.005143547,-0.007300031,0.009788678,0.007507353,2.21,2.21,2.14,0,0.07,1.25,3.07,5.21,5.28,5.28,0,-0.075,-0.017699115,0.73,-1.14,0.45,1.3,-0.3,0.84,0.33,0.41,-0.21,1.01,0.16,-0.15,0.35,-0.22,0.5,1.39,1.7,0.96,0.54,-0.84,-0.5,-0.51,2.69,1.15,0.89
557,15415,13232.62012,22.71569261,-0.001519657,0.004445939,0.00124604,0.016819028,2.403653587,1.965312442,1.92306,2.546016741,13084.65002,13000.78188,12777.43351,12194.00366,0.07,0.09,0.15,1.13,2.31,0.017492157,0.006067961,4.11,5.35,0.00314098,-0.004150752,-0.00150951,-0.000394839,1.71E-05,0.003361763,0.001984177,0.000768449,-0.0029083,-0.007610351,-0.00528327,0.004065583,0.004083592,0.004191409,0.001871331,0.001119398,-0.001670904,-0.000363211,0.013043432,-0.001539496,0.002871525,2.24,2.22,2.16,0.02,0.08,1.24,3.04,5.2,5.26,5.28,0,0,0.018018018,0.61,1.83,0.48,-0.46,1.86,0.66,0.49,0.7,0.51,-0.22,0.15,-0.42,-0.1,2.06,0,0.65,-0.37,0.25,0.24,-0.79,-0.51,-0.45,1.28,0.12,0.15
560,15420,13124.62012,-0.388771167,-0.00346011,-0.00520725,0.000491948,-0.001519657,-0.526595176,2.237926713,1.332217938,1.437166232,13123.44454,13045.75549,12822.56042,12223.07352,0.09,0.09,0.15,1.15,2.31,0.011260409,-0.004526935,4.06,5.31,-0.001586717,0.00335851,0.003442689,0.000332352,-0.005709951,-0.003119669,0,-0.003078772,-0.00572944,-0.002500782,-0.008741259,-0.006812887,-0.000979929,0.00010186,0.002321761,-0.001871197,-0.012249806,0.000380647,0.000570488,0.00082002,-0.00266096,2.22,2.22,2.16,0,0.06,1.25,3,5.16,5.22,5.22,0,-0.048780488,-0.057377049,-0.23,0.06,-0.04,0.55,1.57,0.3,-0.32,-0.1,0.34,0.2,0.1,-0.57,-0.01,1.07,-0.22,-0.59,1.24,-0.12,-0.18,0.09,0.09,0.09,-0.31,0.09,0.01
561,15421,13046.13965,0.112688946,-0.005979637,-0.00346011,-0.00520725,0.000491948,-1.559072387,1.070652741,0.507228985,0.473243612,13109.3891,13045.79208,12831.32824,12231.26324,0.06,0.08,0.14,1.13,2.29,-0.017685038,-0.008337123,4.04,5.3,0.000794304,-0.005343682,0.000908174,-0.000142389,-0.005244749,0.003494487,-0.010961634,-0.004632535,-0.0104166,0.002820433,-0.019400323,-0.007906057,-0.015566883,-0.00785808,-0.012735962,-0.007206542,0.002154216,-0.003902033,-0.00101888,-0.01021783,-0.009492249,2.23,2.21,2.15,0.02,0.08,1.26,3.01,5.16,5.22,5.24,-0.066666667,-0.051282051,-0.017391304,-0.64,-0.85,-1.59,-2.1,-1.79,-1.3,-0.5,-0.11,-1.05,-0.47,-0.15,0.11,-0.15,-3.86,0.2,-0.23,-2.73,-0.73,-0.61,0.11,0.13,0.1,1.25,-1.89,-0.34
562,15422,13080.73047,5.848923766,0.002651422,-0.005979637,-0.00346011,-0.00520725,-1.147842579,1.228220849,0.79491117,0.75314372,13104.17844,13049.11955,12841.10872,12239.71565,0.06,0.08,0.14,1.1,2.25,0.013812155,0.017425864,3.99,5.26,-0.003007772,-0.008329038,0.00685553,-0.003117187,-0.005489383,0.013721409,-0.003526398,0.001396277,0.011422127,0.000312438,0.005095863,0.002578237,0.001071278,0.001573756,0.002056986,0.003108859,-0.011135999,0.001501591,-0.011041847,0.010457279,0.004757212,2.19,2.17,2.11,0.02,0.08,1.27,3.01,5.12,5.18,5.2,0,0,-0.026548673,0.72,1.62,0.17,1.09,1.44,0.29,0.24,0.57,0.42,1.22,-1.27,-0.24,-0.09,0.26,-1.1,0.9,2.97,1.18,0.36,-0.6,-0.52,-0.5,0.91,1.99,1.06
563,15425,13241.62988,-0.500142918,0.012300492,0.002651422,-0.005979637,-0.00346011,0.018883416,2.175356724,2.15092501,2.003773996,13129.16961,13067.45386,12856.81543,12249.68494,0.06,0.09,0.15,1.09,2.26,0.006013342,0.009765625,4.01,5.27,0.008459804,0.005781093,-0.007409633,0.000936493,0.018337334,0.040145623,0.01365005,0.00960488,0.02236488,0.018119401,0.025648674,0.017299777,0.007421954,0.008164152,0.011951744,0.013885825,2.83E-06,0.01781342,0.000451177,0.01939686,0.013292152,2.2,2.17,2.11,0.03,0.09,1.26,3.01,5.12,5.18,5.21,0.071428571,-0.027027027,-0.009090909,0.7,0.42,0.62,2,0.15,1.08,1.29,0.64,0.58,1.4,0.55,-0.15,1.77,-2.15,0.3,0.53,1.08,1.66,1.51,-0.56,-0.5,-0.45,1.31,1.96,1.67
564,15426,13197.73047,0.020202775,-0.003315258,0.012300492,0.002651422,-0.005979637,0.20910889,0.152157144,3.43737682,1.481034779,13141.63522,13079.86116,12870.18465,12259.11823,0.07,0.09,0.14,1.04,2.2,0.002334921,0.006993007,3.98,5.24,-0.000478646,0.000735019,0.004236861,-0.00045988,0.012356319,0.012668246,-0.000498653,0.003529293,-0.006064523,-0.002147898,-0.011340477,-0.004710973,-0.009249023,-0.00560762,-4.66E-05,-0.002816775,0.018290839,-0.000710943,-0.001455019,-0.007268416,-0.005965919,2.13,2.11,2.06,0.02,0.07,1.26,3.04,5.1,5.15,5.17,-0.066666667,-0.083333333,-0.04587156,-0.78,-0.09,-0.87,-0.15,0.28,-0.01,-0.58,-0.3,-0.41,-0.04,2.09,1.23,-0.05,-0.81,2.21,-0.36,-0.38,-0.92,-0.6,0.23,0.05,0.09,-2.71,-0.79,-0.59
565,15427,13126.20996,-1.30763713,-0.005419152,-0.003315258,0.012300492,0.002651422,0.012113448,-0.514545517,2.25031125,1.344492763,13138.83063,13084.27533,12880.22485,12267.74601,0.05,0.09,0.14,1.05,2.21,-0.017890421,-0.009456265,3.99,5.24,-0.003814079,-0.002600857,0.002209945,-0.000237978,0.005109995,-0.020833323,-0.001497056,0.00336393,0.008280693,-0.010147632,0.013823559,-0.008773978,-0.011367391,-0.0103244,-0.011315331,-0.004941509,-0.007672871,-0.004932183,-0.026541586,-0.006583452,-0.006187394,2.16,2.12,2.07,0.04,0.09,1.25,3.03,5.1,5.15,5.19,0,0.03030303,0.009615385,-0.61,-1.1,-1.15,-2.37,-1.79,-1.04,-0.54,-0.01,-1.02,-1.6,-1.22,-0.37,-0.28,-0.77,0,-0.15,-2.41,-0.79,-0.44,0.03,0.1,0.1,-1.19,-1.72,-1.06
566,15428,13145.82031,-3.293151905,0.001493984,-0.005419152,-0.003315258,0.012300492,0.764062533,-0.806922142,1.84289573,1.275167065,13140.10148,13090.13676,12890.64036,12276.48307,0.02,0.07,0.14,1.01,2.18,-0.024762808,-0.011038186,3.96,5.21,0.004148944,-0.006748575,-0.001302997,0.000698235,-0.012564389,0.017150512,-0.002998451,-0.001219171,-0.012967409,-0.002174588,-0.015375747,0.002562322,-0.014293773,-0.011533827,-0.017667301,-0.00160793,-0.013216363,-0.00309178,-0.014320742,-0.002672468,-0.002684299,2.16,2.11,2.04,0.05,0.12,1.25,3.03,5.07,5.14,5.19,0,-0.029411765,-0.038095238,-0.18,-1.43,-1.44,0.18,-2.5,-1.79,0.19,-0.11,-1.3,-0.34,-1.71,-1.09,-0.35,-1.92,-0.69,-0.11,0.51,-0.01,-0.14,0.1,0.08,0.08,-2.63,0.72,-0.05
575,15442,12986.58008,-0.43874483,0.014149544,0.007035267,-0.016524898,-0.00999605,-0.674352642,-1.063748663,-1.051764072,-1.572820709,12990.3544,13031.60737,12927.5568,12340.80847,0.08,0.09,0.14,0.9,2.08,0.010033119,0.006332931,3.99,5.23,0.002233796,-0.000962905,-0.008571713,-0.000142705,-0.00547755,0.0144704,0.015255076,0.000311945,0.018859396,0.020757825,0.01189771,0.010882721,0.009914507,0.013452323,0.010264124,0.013779388,0.009267338,0.012958928,0.018163849,0.015064211,0.016062493,2,1.99,1.94,0.01,0.06,1.24,3.15,5.09,5.14,5.15,0,-0.033333333,0.011235955,1.29,1.27,1,2.2,0.92,1.23,1.62,0.58,1.56,1.24,1.49,-1.08,1.28,-0.05,1.06,1.44,2.89,2.02,1.61,-0.69,-0.68,-0.65,1.59,2.54,1.06
578,15447,13115.54004,-0.628206325,0.015023893,0.005589308,-0.0105486,0.014149544,3.142596419,-1.122924382,-0.95222299,-0.933519386,12985.72638,13015.91517,12931.87468,12359.19915,0.07,0.08,0.13,0.88,2.03,0.012728333,-0.010586812,3.94,5.17,0.002917767,0.008447283,-0.010803241,-0.00190105,0.050971276,0.015579509,0.023280423,0.003751188,0.013154858,0.011583044,0.015987872,0.017140757,0.027214465,0.017771773,0.026536607,0.015486674,-0.002344909,0.01821047,-0.009351095,0.015725225,0.014400794,1.96,1.95,1.9,0.01,0.06,1.23,3.14,5.04,5.09,5.1,-0.071428571,0,0.035294118,0.33,0.08,2.67,0.55,1.23,2.24,1.35,-0.11,1.61,0.1,-0.16,-0.24,1.84,-3.22,-0.21,0.37,0.79,1.32,1.43,0.08,-0.13,-0.1,-0.42,0.7,-0.13
579,15448,13032.75,-0.004040523,-0.006312362,0.015023893,0.005589308,-0.0105486,1.775505145,-1.263677985,-1.250066967,-1.043572078,12994.27613,13017.51849,12935.83057,12365.90115,0.05,0.07,0.13,0.86,2,-0.015158784,0.005197187,3.91,5.15,0.005079005,0.002960832,0.001921327,0.000126978,-0.002230563,0.014225851,-0.012409514,-0.014948661,-0.013895239,-0.009542048,-0.003266033,0.00351086,-0.015860232,-0.003762822,-0.010141187,-0.004055288,0.010622343,-0.003736704,0.019641578,-0.009017675,-0.004175317,1.95,1.93,1.87,0.02,0.08,1.24,3.15,5.02,5.08,5.1,0,0,-0.022727273,-0.28,-0.68,-1.51,-0.44,-1.47,-0.88,-0.51,-0.03,-0.39,-0.7,1.08,0.98,-0.67,0,2.22,-0.62,-0.72,-0.94,-0.38,0.07,0.05,0.08,-0.37,-0.28,-0.47
580,15449,12964.09961,22.74630373,-0.005267529,-0.006312362,0.015023893,0.005589308,-0.173105382,-0.846290682,-1.235012639,-1.223048794,12988.78949,13012.43098,12936.93916,12371.85337,0.04,0.07,0.12,0.84,1.98,-0.002630297,0.003649635,3.93,5.13,0.002409651,0.003800713,0.003633428,0.000301535,-0.03435583,0.000157005,0.002094189,-0.003635773,-0.001617002,-0.004174663,-0.013404856,-0.005481061,-0.020451879,-0.000121788,-0.009032873,-0.005934397,0.010311442,-0.007880682,-0.000929865,-0.005502145,-0.004291205,1.94,1.91,1.86,0.03,0.08,1.2,3.15,5.01,5.06,5.09,-0.076923077,0,-0.023255814,-0.22,0.03,-2.04,-0.03,-0.39,-0.85,-0.42,0.11,-0.04,0.11,1.23,-0.34,-0.41,-2.26,-0.62,-0.31,0.93,-0.29,-0.42,-0.08,0.05,0.03,1.95,0.54,0.09
