Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Powercosump
1489181400,16.81,56.67,0.082,0.055,0.093,90635.36542
1489182000,16.15,59.44,0.082,0.029,0.096,89822.63896
1489182600,15.95,59.44,0.08,0.066,0.108,89043.61827
1489183200,15.95,60.58,0.085,0.051,0.137,87770.68708
1489183800,15.87,62.25,0.083,0.029,0.096,86402.14138
1489184400,15.59,63.95,0.084,0.048,0.111,85446.45299
1489185000,15.41,64.92,0.083,0.04,0.115,83576.56886
1489185600,15.35,66.38,0.084,0.051,0.067,81990.9359
1489186200,15.28,66.12,0.082,0.029,0.126,80551.45889
1489186800,14.87,67.02,0.085,0.055,0.119,78279.86454
1489187400,14.65,67.96,0.081,0.059,0.1,76980.83104
1489188000,14.42,68.66,0.081,0.037,0.141,74613.89406
1489188600,14.14,69.99,0.084,0.048,0.119,72732.2073
1489189200,13.79,71.3,0.08,0.026,0.111,70606.40219
1489189800,13.77,71.7,0.081,0.037,0.13,68377.19524
1489190400,13.79,71.4,0.082,0.048,0.082,65965.56265
1489191000,13.55,71.4,0.082,0.026,0.145,64549.83273
1489191600,13.37,72.7,0.083,0.018,0.115,63241.97646
1489192200,13.05,73.1,0.08,0.044,0.115,61349.09744
1489192800,13.03,72.9,0.082,0.033,0.13,60319.54979
1489193400,13,72,0.083,0.044,0.115,59475.84535
1489194000,12.75,72,0.081,0.033,0.111,57393.55006
1489194600,12.74,71.9,0.082,0.04,0.085,55749.2649
1489195200,12.82,72,0.082,0.037,0.122,54699.00145
1489195800,12.62,71.9,0.082,0.055,0.074,54979.89009
1489196400,12.59,72.4,0.083,0.029,0.096,54261.42341
1489197000,12.45,73.5,0.079,0.022,0.096,54016.39807
1489197600,12.36,73.7,1.966,0.015,0.137,53379.45776
1489198200,12.15,73.7,4.924,0.026,0.122,52486.14818
1489198800,12.07,73.4,4.921,0.029,0.096,51985.95919
1489199400,11.73,73.3,4.919,0.037,0.111,51348.86389
1489200000,11.98,72.7,4.916,0.037,0.13,51126.08015
1489200600,12.61,71.1,4.923,0.029,0.115,50823.63163
1489201200,12.95,69.46,4.921,0.044,0.126,50739.52625
1489201800,12.89,69.39,4.921,0.029,0.119,50344.20945
1489202400,12.51,70.9,4.919,0.015,0.089,50299.80532
1489203000,12.54,71.3,4.918,0.04,0.111,50105.28095
1489203600,13.07,69.63,4.923,0.033,0.093,49422.00924
1489204200,12.24,69.46,4.921,0.037,0.13,49185.45956
1489204800,11.6,72,4.917,0.044,0.13,49890.27099
1489205400,11.61,73.7,4.92,0.04,0.104,49594.71779
1489206000,11.64,72.7,4.923,0.033,0.122,49658.58876
1489206600,11.51,72.6,4.921,0.048,0.148,50029.12905
1489207200,11.18,74.2,4.922,0.033,0.126,50057.78053
1489207800,10.98,75.8,4.919,0.04,0.159,50578.26962
1489208400,11.19,75.7,4.921,0.033,0.1,51808.07125
1489209000,11.38,74.8,4.922,0.04,0.141,53755.99956
1489209600,11.55,73.9,4.921,0.044,0.122,53130.73272
1489210200,11.33,73.6,4.921,0.033,0.141,52310.7816
1489210800,11.44,73.5,4.923,0.026,0.122,51759.51782
1489211400,11.85,72.6,4.923,0.055,0.119,51597.04696
1489212000,12.1,70.7,4.92,0.037,0.137,50050.84423
1489212600,12.02,70.9,4.916,0.033,0.159,48328.88702
1489213200,11.9,71.9,4.921,0.018,0.185,46009.64863
1489213800,11.78,72.1,4.919,0.026,0.148,43714.46909
1489214400,11.59,72.3,4.918,0.059,0.13,43160.88374
1489215000,11.25,72.1,4.919,0.037,0.133,42697.06547
1489215600,11.44,72.2,4.926,0.033,0.148,43498.23938
1489216200,11.29,71.3,4.924,0.15,0.208,44489.69527
1489216800,10.75,74.1,4.923,1.233,1.153,45025.45578
1489217400,10.62,75.8,4.919,4.194,3.856,45461.2022
1489218000,10.56,77,4.918,9.47,8.6,45893.75794
1489218600,10.37,77.7,4.917,33.18,31.4,46200.65819
1489219200,10.24,78.1,4.922,64.29,62.04,47649.91727
1489219800,10.18,78.3,4.919,93,90.7,49335.50044
1489220400,10.16,78.4,4.92,124,121.3,50817.84264
1489221000,10.3,78.4,4.921,156,150.8,51966.46485
1489221600,10.5,78,4.919,189.6,172.9,52799.16805
1489222200,10.65,77.4,4.919,223.4,161.8,54881.96455
1489222800,10.79,77,4.917,255.8,102.3,56847.36274
1489223400,11.41,76.5,4.918,289.6,58.93,58074.10416
1489224000,11.98,74.6,4.921,324.3,45.83,59454.548
1489224600,12.48,73.4,4.918,357.3,42.3,60778.18254
1489225200,13.12,70.9,4.921,390.2,41.29,62176.9048
1489225800,14.17,68.69,4.921,425,41.79,63139.90626
1489226400,14.98,65.59,4.919,458,42.39,64528.95733
1489227000,15.65,62.82,4.917,488.6,43,65779.91882
1489227600,16.48,61.58,4.923,516.1,43.27,66897.62138
1489228200,17.12,58.51,4.924,542.5,44.19,67850.2137
1489228800,17.4,59.75,4.923,568.2,45.39,69001.64139
1489229400,17.3,63.35,4.923,591.4,46.16,69184.55286
1489230000,17.55,63.72,4.918,615,46.48,68903.72419
1489230600,17.76,62.92,4.919,637,45.91,70186.53277
1489231200,18.01,61.65,4.924,657.4,45.44,69718.71236
1489231800,18.15,60.15,4.926,676.7,44.81,69661.80169
1489232400,18.62,59.85,4.924,691.9,45.33,70516.17087
1489233000,19.15,59.71,4.923,706,45.61,70801.08315
1489233600,19.66,59.31,4.919,718,46.97,70468.51258
1489234200,20.25,58.58,4.92,727,48.35,71161.73671
1489234800,20.77,56.24,4.919,736,48.11,71445.87809
1489235400,20.72,50.73,4.916,743,48.87,71772.26365
1489236000,20.32,47.56,4.922,750,49.21,72136.27916
1489236600,20.42,47.13,4.923,757,50.1,72024.21012
1489237200,20.52,48.83,4.919,753,52.85,73187.44647
1489237800,20.53,48.66,4.923,754,54.22,73431.70896
1489238400,20.57,49.77,4.92,759,53.87,73464.03324
1489239000,20.51,51.44,4.918,755,54.95,73586.50116
1489239600,20.68,51.7,4.921,753,54.67,73141.16862
1489240200,20.89,48.66,4.922,741,54.64,73185.93927
1489240800,21.02,46.56,4.92,737,55.54,73256.97745
1489241400,21.14,46.3,4.918,734,55.21,72426.5012
1489242000,21.22,45.93,4.917,726,56.67,72096.64101
1489242600,21.25,47.03,4.924,715,57,71926.00958
1489243200,21.24,47.5,4.924,700,58.33,71429.08719
1489243800,21.39,47.93,4.925,681,58.64,71137.63477
1489244400,21.34,47.86,4.925,668.7,57.18,71018.98127
1489245000,21.42,45.46,4.919,653.5,57.29,70648.74289
1489245600,21.45,46.03,4.917,632.7,58.18,69969.34526
1489246200,21.54,46.13,4.919,615,63.07,69217.43982
1489246800,21.47,47.2,4.919,592.7,88.9,69006.56557
1489247400,21.18,50.2,4.927,566.4,148.9,68688.18782
1489248000,21.16,50.5,4.923,538.9,292.6,68832.52099
1489248600,21.17,52.94,4.924,511.1,442.2,68134.3584
1489249200,20.79,55.84,4.92,486.2,287.5,67840.2664
1489249800,20.36,58.28,4.919,447.9,83.5,67346.2593
1489250400,19.87,58.95,4.921,370.9,81,67420.4737
1489251000,19.55,60.15,4.919,389.3,102.7,66983.31731
1489251600,19.31,60.58,4.923,358.3,191.5,65451.26642
1489252200,19.2,61.01,4.923,303.4,276.8,64983.71278
1489252800,19.05,61.48,4.92,273.2,284.2,65813.39053
1489253400,18.84,62.18,4.924,247.7,263.8,66210.90447
1489254000,18.63,62.75,4.922,230.5,250.1,67081.69945
1489254600,18.51,63.12,4.921,205.4,225.2,68730.91793
1489255200,18.52,63.21,4.925,177,195,70783.72707
1489255800,18.36,63.48,4.92,149.6,165.8,73296.87724
1489256400,18.14,64.22,4.92,121,134.5,78265.69603
1489257000,17.88,65.05,4.919,94.4,104.8,84938.60291
1489257600,17.72,65.65,4.918,69.27,76,91379.48886
1489258200,17.52,66.18,4.916,48.32,52.7,92990.85251
1489258800,17.35,66.82,4.924,28.05,29.75,93765.86776
1489259400,17.12,67.71,4.924,11.39,10.36,93973.5052
1489260000,16.88,68.68,4.917,3.348,3.085,93422.80881
1489260600,16.55,70.2,2.54,0.831,0.749,93654.83175
1489261200,16.27,71,0.081,0.15,0.119,93764.34156
1489261800,16.06,71.6,0.082,0.022,0.115,93635.93672
1489262400,15.79,72.7,0.078,0.033,0.063,93718.79824
1489263000,15.54,73.5,0.082,0.033,0.108,93743.46385
1489263600,15.34,74.4,0.084,0.033,0.104,93890.01574
1489264200,15.17,75.4,0.081,0.044,0.126,93721.94502
1489264800,14.95,76.5,0.081,0.029,0.167,93189.19551
1489265400,14.84,77.1,0.082,0.022,0.171,93149.54371
1489266000,14.72,77.5,0.082,0.029,0.1,92692.94517
1489266600,14.53,78.4,0.082,0.059,0.111,91908.13852
1489267200,14.41,79,0.084,0.018,0.111,91246.95963
1489267800,14.29,79.4,0.081,0.026,0.119,89742.31126
1489268400,14.26,79.5,0.084,0.026,0.193,88730.38918
1489269000,14.19,79.4,0.087,0.033,0.111,87791.45833
1489269600,14.04,80,0.085,0.048,0.122,86968.22431
1489270200,14.05,80.1,0.082,0.018,0.174,86103.73235
1489270800,14.04,79.7,0.082,0.037,0.122,85069.01133
1489271400,13.99,79.9,0.081,0.037,0.104,83991.5126
1489272000,13.99,79.8,0.085,0.029,0.145,82728.90948
1489272600,13.85,80.3,0.081,0.029,0.137,81728.68557
1489273200,13.7,80.8,0.086,0.037,0.126,79733.50312
1489273800,13.77,81.1,0.082,0.026,0.13,78584.70566
1489274400,13.86,80.2,0.083,0.022,0.141,77033.15921
1489275000,13.77,79.9,0.084,0.029,0.115,75895.80832
1489275600,13.72,80,0.086,0.033,0.1,74121.57768
1489276200,13.69,80,0.079,0.04,0.141,72252.43129
1489276800,13.56,80.5,0.085,0.033,0.156,69545.11211
1489277400,13.41,81,0.086,0.029,0.13,67482.4104
1489278000,13.31,81.5,0.087,0.033,0.152,65960.397
1489278600,13.23,81.6,0.083,0.055,0.119,64648.73766
1489279200,13.19,81.6,0.087,0.033,0.119,63137.42488
1489279800,13.07,81.9,0.086,0.026,0.122,61768.87407
1489280400,13.01,81.8,0.081,0.022,0.115,60124.77844
1489281000,12.72,82.2,0.088,0.026,0.1,59025.11827
1489281600,12.68,82.5,0.086,0.037,0.126,57790.93463
1489282200,12.48,82.3,0.084,0.029,0.171,56737.87974
1489282800,12.27,82.8,0.087,0.04,0.104,56180.85471
1489283400,12.02,83,0.084,0.048,0.115,55743.71367
1489284000,12.14,83.1,0.085,0.026,0.137,54730.7232
1489284600,12.13,82.6,0.082,0.026,0.111,53825.60568
1489285200,12.17,82.4,0.086,0.033,0.145,53317.62753
1489285800,12.28,82,0.089,0.059,0.126,52925.42237
1489286400,12.43,81.9,0.082,0.048,0.126,52540.38331
1489287000,12.41,81.6,0.083,0.029,0.111,52058.371
1489287600,12.38,81.4,0.083,0.033,0.141,51565.02189
1489288200,12.23,81.3,0.084,0.029,0.152,51544.2201
1489288800,12.15,81.6,0.082,0.022,0.152,51044.76282
1489289400,12.04,81.9,0.083,0.022,0.189,50855.33277
1489290000,12.12,81.9,0.079,0.022,0.122,50805.71006
1489290600,12.08,81.8,0.084,0.044,0.13,50775.6034
1489291200,11.87,81.5,0.087,0.018,0.115,50510.90393
1489291800,11.93,82,0.082,0.04,0.141,50503.64742
1489292400,11.96,80.8,0.087,0.029,0.141,50706.9142
1489293000,11.81,81,0.083,0.037,0.178,50642.68206
1489293600,11.66,80.8,0.087,0.055,0.108,50429.62386
1489294200,11.62,80.8,0.086,0.026,0.159,51071.2263
1489294800,11.57,80.3,0.082,0.04,0.133,51959.58538
1489295400,11.44,80.3,0.083,0.048,0.122,53195.66754
1489296000,11.59,80.2,0.083,0.029,0.137,52456.73978
1489296600,11.53,79,0.087,0.026,0.104,51869.22821
1489297200,11.53,78.2,0.086,0.022,0.126,51697.3017
1489297800,11.32,78.4,0.084,0.037,0.159,51135.87107
1489298400,11.32,78.6,0.083,0.033,0.089,49536.47127
1489299000,11.51,77.9,0.083,0.059,0.145,47538.67465
1489299600,11.47,76.9,0.088,0.018,0.152,45256.82907
1489300200,11.55,76.5,0.087,0.048,0.126,42359.43813
1489300800,11.82,75.3,0.085,0.077,0.115,41351.35698
1489301400,11.7,73.8,0.084,0.029,0.119,40651.91158
1489302000,11.65,74.2,0.083,0.04,0.137,40722.35746
1489302600,11.83,73.2,0.086,0.263,0.282,40917.49954
1489303200,11.84,72.3,0.081,4.292,3.886,41243.0189
1489303800,11.8,71.7,0.082,15.44,13.96,41916.59983
1489304400,11.81,71.9,0.081,31.05,28.06,42096.18813
1489305000,11.9,71.4,0.081,82.4,77,42937.94061
1489305600,11.84,71,0.085,124,116,44010.70217
1489306200,11.73,71.7,0.086,161.9,151.5,44833.20357
1489306800,11.72,72.2,0.082,148.6,132.8,46194.07614
1489307400,11.83,72.2,0.082,204.2,148.3,47020.36121
1489308000,12.17,71.2,0.084,190.4,116.6,47779.08606
1489308600,12.3,69.89,0.084,114.6,85.8,49315.70779
1489309200,12.33,69.69,0.089,126,80.8,50807.49961
1489309800,12.45,68.49,0.089,95,75.2,52782.86449
1489310400,12.6,67.19,0.087,94.1,78.2,54140.39872
1489311000,12.47,67.99,0.118,96.6,82.7,55409.80786
1489311600,12.69,67.96,0.117,116.8,95.9,56505.76027
1489312200,12.9,66.46,0.119,147.3,99.1,57717.42511
1489312800,13.15,66.42,0.107,167.9,93.6,58903.03885
1489313400,13.65,64.95,0.116,358.7,92.6,60270.59119
1489314000,14.36,63.68,0.127,361.7,82.3,61565.60497
1489314600,15.03,60.81,0.105,500.9,80.9,62421.43445
1489315200,15.37,58.34,0.082,545.4,73.1,62866.82555
1489315800,15.61,58.01,0.081,582.1,68.3,63967.22989
1489316400,15.78,55.37,0.085,624.5,65.29,65097.74582
1489317000,16.18,55.01,0.085,636.4,62.27,65116.38432
1489317600,16.21,53.5,0.088,664.5,58.82,66077.51267
1489318200,16.4,52.14,0.084,682,58.53,66552.06739
1489318800,16.65,51.64,0.086,677.2,59.49,66864.15639
1489319400,17.06,51.07,0.085,716,56.21,67288.15451
1489320000,17.24,49.5,0.087,722,57.77,67203.31564
1489320600,17.51,49.77,0.084,738,58.66,67355.93963
1489321200,17.84,48.63,0.083,744,59.37,67440.15056
1489321800,18.29,46.23,0.087,752,60.45,67714.84654
1489322400,18.37,44.83,0.087,758,62.02,67788.38469
1489323000,18.48,44.66,0.087,762,65.62,67070.95656
1489323600,18.55,44.26,0.086,769,67.87,67837.23853
1489324200,18.76,42.56,0.089,784,90,68353.85864
1489324800,18.99,42.96,0.088,756,116.1,68382.77581
1489325400,19.15,43.12,0.085,788,99.2,68377.03925
1489326000,19.07,42.32,0.088,764,75.2,68477.60647
1489326600,19.14,41.39,0.086,760,76.6,67611.84415
1489327200,19.18,40.89,0.085,748,82.8,66582.26686
1489327800,19.52,41.15,0.086,763,92.2,66424.34344
1489328400,19.34,41.69,0.084,768,108.9,66105.91537
1489329000,19.6,42.46,0.086,753,154.2,65711.31088
1489329600,19.5,41.99,0.09,717,184.8,65422.94025
1489330200,19.4,42.66,0.088,614.6,177.5,64871.15519
1489330800,19.05,43.89,0.087,497.2,182.6,64444.72792
1489331400,18.73,44.46,0.084,505.5,177.2,64294.4273
1489332000,18.96,44.89,0.088,685.7,125.2,64093.73038
1489332600,19.1,45.53,0.085,641.9,102.1,63658.76197
1489333200,19.4,44.46,0.087,612.6,91.1,62861.4989
1489333800,19.29,44.93,0.087,565.2,84.8,62904.11138
1489334400,19.26,44.63,0.084,558,80.2,62952.57552
1489335000,19.26,44.53,0.084,531.4,78,62566.32224
1489335600,19.43,44.63,0.086,506.6,82.2,62059.57862
1489336200,19.34,44.16,0.085,474.8,93.1,61683.65874
1489336800,19.24,44.26,0.088,456,116.2,61605.83611
1489337400,19.17,44.19,0.085,328,144.3,61399.81908
1489338000,19.03,44.79,0.085,339.1,266.5,60832.9728
1489338600,18.93,44.93,0.085,305.9,298.2,60654.39212
1489339200,18.75,45.43,0.084,287.8,292.5,60833.10819
1489339800,18.47,46.09,0.087,211.4,211.2,60924.69183
1489340400,18.14,47.46,0.085,171.3,166.3,61490.72936
1489341000,17.97,47.86,0.086,143.2,137.5,62741.62938
1489341600,17.73,50.73,0.085,110.9,102.5,64372.86935
1489342200,17.52,52.47,0.084,120.2,113.5,67404.26627
1489342800,17.36,53.04,0.084,98.1,92.9,72391.96582
1489343400,17.28,53.4,0.085,86.8,85.1,79582.73756
1489344000,17.16,53.77,0.085,53.88,50.87,85972.70573
1489344600,16.91,55.01,0.086,38.15,36.19,88825.5752
1489345200,16.73,55.57,0.086,39.46,38.42,89968.38562
1489345800,16.55,56.81,0.083,25.29,23.87,90267.39097
1489346400,16.38,57.41,0.083,10.37,9.75,91180.99951
1489347000,16.19,58.08,0.086,2.902,2.714,91688.7169
1489347600,16.06,59.15,0.083,0.362,0.3,92218.55074
1489348200,15.9,60.11,0.083,0.088,0.108,92525.77119
1489348800,15.79,60.88,0.084,0.051,0.104,91703.3858
1489349400,15.64,61.75,0.082,0.055,0.111,92212.02172
1489350000,15.46,62.62,0.083,0.044,0.1,92440.06482
1489350600,15.31,63.85,0.082,0.04,0.111,92790.76596
1489351200,15.19,65.12,0.082,0.022,0.108,93031.44644
1489351800,15.05,65.75,0.081,0.059,0.111,92436.21564
1489352400,14.92,66.22,0.082,0.048,0.1,91845.33592
1489353000,14.83,66.69,0.083,0.044,0.152,91355.69054
1489353600,14.74,66.99,0.081,0.04,0.122,90717.74772
1489354200,14.69,67.19,0.082,0.044,0.122,89346.62303
1489354800,14.64,67.99,0.084,0.029,0.104,88873.55442
1489355400,14.29,70.5,0.082,0.044,0.089,88013.3852
1489356000,13.96,71.9,0.084,0.037,0.115,87050.1693
1489356600,13.77,73.4,0.085,0.033,0.089,86510.21872
1489357200,13.63,74.7,0.087,0.044,0.119,84737.94095
1489357800,13.54,75.5,0.092,0.033,0.163,82462.42218
1489358400,13.4,76.3,0.087,0.026,0.156,80650.64266
1489359000,13.32,76.8,0.091,0.033,0.111,78637.76473
1489359600,13.28,77,0.083,0.022,0.122,76909.11348
1489360200,13.12,77.3,0.085,0.033,0.167,74331.57728
1489360800,12.9,77.9,0.086,0.051,0.082,72520.77684
1489361400,12.67,78.7,0.092,0.037,0.108,70615.57189
1489362000,12.6,79.1,0.087,0.04,0.141,68886.84982
1489362600,12.55,79.3,0.087,0.022,0.182,67019.96716
1489363200,12.26,79.6,0.084,0.033,0.145,64219.87281
1489363800,11.91,80.4,0.084,0.04,0.111,63201.56753
1489364400,11.73,81.1,0.088,0.044,0.163,61844.89549
1489365000,11.66,81.4,0.082,0.022,0.141,60551.18703
1489365600,11.52,81.6,0.084,0.048,0.159,59661.7186
1489366200,11.19,82.4,0.086,0.026,0.104,58549.79687
1489366800,11.03,82.8,0.088,0.026,0.137,57201.45063
1489367400,10.94,83.1,0.085,0.07,0.104,56220.36269
1489368000,10.71,83.3,0.083,0.04,0.141,55733.42237
1489368600,10.61,83.8,0.084,0.026,0.126,54594.21504
1489369200,10.55,84,0.083,0.018,0.156,54137.85255
1489369800,10.52,84.4,0.088,0.015,0.137,53718.03023
1489370400,10.52,84.6,0.089,0.04,0.137,53138.40222
1489371000,10.49,84.6,0.092,0.015,0.145,52425.02476
1489371600,10.41,84.7,0.094,0.018,0.193,51629.77913
1489372200,10.4,85,0.088,0.055,0.152,51699.81773
1489372800,10.4,85,0.088,0.037,0.152,51293.41554
1489373400,9.98,85.1,0.087,0.07,0.133,51094.83138
1489374000,9.85,85.3,0.089,0.033,0.222,50950.96938
1489374600,9.9,85.5,0.089,0.044,0.115,50785.15617
1489375200,9.82,85.4,0.089,0.033,0.156,50581.38768
1489375800,9.64,85.6,0.091,0.026,0.156,50936.21009
1489376400,9.46,86.1,0.092,0.026,0.082,50580.1131
1489377000,9.6,86.5,0.091,0.033,0.126,50239.46813
1489377600,9.73,86.4,0.096,0.015,0.122,50779.31918
1489378200,9.7,86.2,0.094,0.051,0.148,51038.05099
1489378800,9.47,86.4,0.097,0.037,0.148,50876.86003
1489379400,9.28,86.6,0.09,0.026,0.108,50985.36606
1489380000,8.76,86.7,0.09,0.044,0.148,51350.89729
1489380600,8.7,87.2,0.089,0.029,0.111,51957.85188
1489381200,8.87,87.6,0.087,0.015,0.148,53301.20866
1489381800,8.96,87.4,0.088,0.029,0.137,54546.40869
1489382400,9.06,87.6,0.084,0.048,0.156,53651.50433
1489383000,9.15,87.6,0.087,0.026,0.13,52854.01657
1489383600,9.47,87.7,0.086,0.04,0.152,52423.81586
1489384200,9.64,87.4,0.087,0.037,0.115,51656.59377
1489384800,9.36,87,0.088,0.048,0.156,50950.83398
1489385400,9.29,87,0.086,0.018,0.189,49790.27868
1489386000,9.2,87.3,0.09,0.026,0.141,48212.78892
1489386600,9.13,87.2,0.089,0.029,0.148,46051.37935
1489387200,8.95,87.4,0.09,0.033,0.159,45659.83266
1489387800,8.92,87.8,0.089,0.055,0.119,46417.74254
1489388400,8.99,87.6,0.089,0.044,0.137,47649.80498
1489389000,8.78,87.5,0.087,0.117,0.252,49060.65721
1489389600,8.63,87.5,0.089,1.149,1.09,49917.69651
1489390200,8.42,87.8,0.083,4.355,3.986,50105.45581
1489390800,8.49,88.1,0.086,10.59,9.5,50169.93023
1489391400,8.64,87.8,0.083,22.48,19.83,50075.46093
1489392000,8.62,87.8,0.085,46.89,42.15,50726.2817
1489392600,8.73,87.7,0.085,77.4,70.2,52084.80014
1489393200,8.67,87.3,0.083,107.8,97.3,53973.27356
1489393800,8.73,87.7,0.082,139.1,117.2,54932.69662
1489394400,9.14,87.7,0.084,172.5,110.6,55985.66514
1489395000,9.34,87.1,0.082,203.2,88.1,56996.42242
1489395600,9.51,86.8,0.086,238.1,82.7,58291.75751
1489396200,9.61,86.2,0.085,271.9,85.3,59842.07436
1489396800,9.9,86.1,0.084,307,91.5,61288.538
1489397400,10.34,86.1,0.085,338.4,94.3,62127.31042
1489398000,10.64,85.2,0.085,371.8,95.2,63070.23757
1489398600,11.34,84.6,0.091,405.3,94.4,64062.45078
1489399200,11.67,83.6,0.089,439.1,95.2,64309.1421
1489399800,11.98,82.6,0.088,468,95.5,64784.29405
1489400400,12.22,80.8,0.09,496.3,96.8,66224.28903
1489401000,12.6,80.1,0.089,523.9,99.7,67639.67314
1489401600,13.13,79,0.087,546.6,101.8,68471.67428
1489402200,13.63,77.8,0.083,572.2,100.8,68939.23836
1489402800,14.14,75.6,0.083,595.2,102.1,69423.6293
1489403400,14.69,73.4,0.09,616.5,103.5,69823.22768
1489404000,15.2,70.8,0.085,636.8,104.4,70677.10521
1489404600,15.62,69.03,0.085,656.9,103.8,71434.37086
1489405200,16,66.92,0.087,670.7,106.6,72033.72202
1489405800,16.3,65.95,0.085,681.6,109.9,72423.87479
1489406400,16.52,65.55,0.084,694.9,110,72461.90528
1489407000,16.95,63.58,0.082,707,109.9,72679.69041
1489407600,17.31,61.75,0.084,719,111.2,73157.23123
1489408200,17.6,60.78,0.083,728,112,73929.32588
1489408800,18.37,60.25,0.083,729,116.1,74245.3689
1489409400,18.66,58.08,0.081,734,118.7,74148.91693
1489410000,18.64,55.74,0.08,739,116.8,73762.65761
1489410600,18.96,53.87,0.08,741,115.9,73364.82568
1489411200,19.33,52.14,0.082,741,115,73236.68159
1489411800,19.68,51.47,0.08,742,117.3,72534.90658
1489412400,19.52,55.84,0.079,733,126.2,72527.45924
1489413000,19.4,56.88,0.076,716,129.7,72195.15051
1489413600,19.45,56.78,0.077,716,125.3,72439.53854
1489414200,19,57.94,0.072,706,129.7,72027.13484
1489414800,18.72,58.74,0.075,699.9,127.1,71327.77381
1489415400,18.39,59.15,0.074,688.5,126.2,71589.23136
1489416000,18.4,59.18,0.069,676.9,127.7,71830.39305
1489416600,18.33,59.65,0.075,662.6,130.7,71953.85432
1489417200,18.26,60.55,0.073,644,132.5,71255.98965
1489417800,18.14,61.28,0.076,629.8,130.2,71825.69687
1489418400,17.93,61.32,0.075,607.2,125,71728.62317
1489419000,17.78,61.82,0.074,583.2,121.3,71536.30638
1489419600,18.08,61.35,0.075,562,120.2,70790.28843
1489420200,17.95,61.01,0.075,541.8,116.2,70102.64496
1489420800,18.02,61.35,0.074,521,111,69438.05293
1489421400,18.02,62.15,0.076,496.4,105.1,68932.55807
1489422000,18.42,61.42,0.08,476.8,99.7,69451.0253
1489422600,18.44,60.45,0.073,447.1,106.8,69539.85918
1489423200,18.47,60.15,0.075,418.9,137.5,69369.33351
1489423800,18.38,59.75,0.074,387.6,238.7,69075.93112
1489424400,18.08,60.41,0.073,357.8,334.2,68225.28457
1489425000,17.7,61.11,0.074,331.8,344.7,67661.52561
1489425600,17.58,61.15,0.076,299.8,315.3,68042.25348
1489426200,17.34,61.65,0.075,267.7,282.5,68985.53067
1489426800,17.2,61.35,0.076,238,252,70413.515
1489427400,17.16,61.32,0.074,208.8,221.8,72552.39422
1489428000,16.99,62.42,0.074,178,189.5,74695.83314
1489428600,16.77,62.98,0.072,147.6,157,77822.86727
1489429200,16.63,63.45,0.076,120.4,127.9,83663.13813
1489429800,16.68,64.32,0.074,95.2,101,89790.42847
1489430400,16.53,64.62,0.073,70.7,74.4,93584.18879
1489431000,16.34,64.39,0.074,49.23,51.32,94577.98855
1489431600,16.44,64.52,0.072,26.84,27.74,95328.15247
1489432200,16.36,64.92,0.073,13.8,12.98,95871.25054
1489432800,16.33,65.55,0.075,5.734,5.269,95805.91305
1489433400,16.29,67.56,0.075,1.892,1.702,95591.86661
1489434000,15.95,69.83,0.073,0.296,0.297,95243.23234
1489434600,15.75,71.7,0.073,0.037,0.115,95017.8729
1489435200,15.63,73.3,0.071,0.055,0.104,94141.19042
1489435800,15.43,75.2,0.071,0.051,0.133,95185.1157
1489436400,15.37,76.6,0.071,0.07,0.078,95683.33335
1489437000,15.18,77.2,0.072,0.04,0.1,95680.7688
1489437600,14.57,78.4,0.075,0.033,0.13,95124.28064
1489438200,14.14,80,0.072,0.062,0.108,94245.14007
1489438800,13.67,79.6,0.072,0.033,0.093,93226.30306
1489439400,12.99,81.1,0.073,0.044,0.137,92464.74179
1489440000,12.92,81.5,0.071,0.062,0.052,91705.71542
1489440600,12.99,81.8,0.076,0.077,0.111,90643.32199
1489441200,13,82,0.075,0.066,0.122,89149.83092
1489441800,12.98,82.4,0.075,0.07,0.056,87863.13271
1489442400,12.8,83.2,0.073,0.048,0.119,85964.66789
1489443000,12.73,83.3,0.073,0.033,0.093,85328.5557
1489443600,12.66,83.6,0.073,0.048,0.13,83417.01769
1489444200,12.58,83.5,0.071,0.062,0.089,81605.71113
1489444800,12.4,83.7,0.07,0.029,0.119,79549.94462
1489445400,12.35,84,0.076,0.029,0.108,77273.23053
1489446000,12.31,84.1,0.078,0.033,0.111,75360.57291
1489446600,12.35,85.1,0.071,0.037,0.104,72491.23936
1489447200,12.65,85.1,0.072,0.026,0.104,70345.18359
1489447800,12.69,84.9,0.072,0.04,0.07,68730.19727
1489448400,12.82,85.2,0.068,0.026,0.111,67329.22152
1489449000,13.35,85.8,0.071,0.029,0.108,65672.00861
1489449600,13.98,85.7,0.071,0.044,0.13,63919.88527
1489450200,14.4,85.1,0.073,0.051,0.122,62664.93992
1489450800,14.47,84.7,0.073,0.026,0.089,61415.69527
1489451400,14.23,84.5,0.075,0.029,0.093,59783.15841
1489452000,14.16,84.7,0.075,0.026,0.089,58747.35876
1489452600,14.35,84.3,0.074,0.029,0.089,57728.95284
1489453200,14.27,83.7,0.072,0.026,0.167,56616.81045
1489453800,14.23,83.8,0.072,0.022,0.115,56092.3809
1489454400,14.24,83.8,0.073,0.018,0.141,55130.09268
1489455000,14.25,83.7,0.072,0.026,0.13,54403.88315
1489455600,14.27,83.5,0.072,0.007,0.185,53254.21639
